LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder
NH,New Hampshire,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"210,527,196",$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
LA,Louisiana,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.19,$,Dollars,"(31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MA,Massachusetts,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),34.6,,Pack,"(42.27687047, -72.082690675)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
PA,Pennsylvania,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.26,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
CT,Connecticut,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,40.1,%,Percentage,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
GA,Georgia,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),64.7,,Pack,"(32.839681093, -83.627580346)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
OH,Ohio,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),108.6,,Pack,"(40.060210141, -82.404260056)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
TX,Texas,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.41,$,Dollars,"(31.827240407, -99.426770206)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KS,Kansas,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"32,063,308",$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
WY,Wyoming,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.53,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
HI,Hawaii,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.6,$,Dollars,"(21.304850435, -157.857749403)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
IN,Indiana,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,2.005,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
KY,Kentucky,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,16.4,%,Percentage,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AR,Arkansas,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,25.6,%,Percentage,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
OH,Ohio,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.55,$,Dollars,"(40.060210141, -82.404260056)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
PA,Pennsylvania,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,45.2,%,Percentage,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
AZ,Arizona,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,2,$,Dollars,"(34.86597028, -111.763811277)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AZ,Arizona,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"280,173,860",$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
ID,Idaho,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"9,453,009",$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
MD,Maryland,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.39,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
FL,Florida,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,39.8,%,Percentage,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
KY,Kentucky,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),186.8,,Pack,"(37.645970271, -84.774971048)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NY,New York,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.56,$,Dollars,"(42.827001032, -75.543970427)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NM,New Mexico,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,41,%,Percentage,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NY,New York,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"1,257,371,747",$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
NJ,New Jersey,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.493,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
GA,Georgia,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"72,017,668",$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
ID,Idaho,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"24,428,178",$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
KY,Kentucky,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.03,$,Dollars,"(37.645970271, -84.774971048)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
GA,Georgia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.38,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
MO,Missouri,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.17,$,Dollars,"(38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
DE,Delaware,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),128.3,,Pack,"(39.008830667, -75.577741168)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
KS,Kansas,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"21,175,000",$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
AZ,Arizona,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.256,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
NJ,New Jersey,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"256,147,750",$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
SD,South Dakota,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.23,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
AZ,Arizona,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"38,135,772",$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
TX,Texas,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"507,159,644",$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
HI,Hawaii,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),85,,Pack,"(21.304850435, -157.857749403)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
PA,Pennsylvania,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.944,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
IN,Indiana,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),125.5,,Pack,"(39.766910452, -86.149960194)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
WA,Washington,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"131,525,085",$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
CA,California,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.35,$,Dollars,"(37.638640123, -120.999999538)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AZ,Arizona,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"51,271,543",$,Dollars,"(34.86597028, -111.763811277)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
VT,Vermont,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.58,$,Dollars,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
SD,South Dakota,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.33,$,Dollars,"(44.353130053, -100.373530637)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AK,Alaska,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,37.6,%,Percentage,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NJ,New Jersey,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"753,264,900",$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
IL,Illinois,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,1.37,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
VT,Vermont,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,47.9,%,Percentage,"(43.625381239, -72.517640791)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
SC,South Carolina,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,17.3,%,Percentage,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
DE,Delaware,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.14,$,Dollars,"(39.008830667, -75.577741168)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
RI,Rhode Island,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),29.1,,Pack,"(41.708280193, -71.522470314)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NM,New Mexico,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.63,$,Dollars,"(34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
MI,Michigan,1986,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.37,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
SD,South Dakota,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),103.5,,Pack,"(44.353130053, -100.373530637)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
TX,Texas,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.41,$,Dollars,"(31.827240407, -99.426770206)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KY,Kentucky,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.977,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
SD,South Dakota,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),42.3,,Pack,"(44.353130053, -100.373530637)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
OK,Oklahoma,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.13,$,Dollars,"(35.472031356, -97.521070214)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AR,Arkansas,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.98,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
RI,Rhode Island,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"58,788,277",$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
MD,Maryland,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,34.7,%,Percentage,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NM,New Mexico,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"22,387,048",$,Dollars,"(34.520880952, -106.240580985)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
NC,North Carolina,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),230.2,,Pack,"(35.466220975, -79.159250463)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
NY,New York,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State tax as a Percentage of Retail Price,33.6,%,Percentage,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,454CGS,3
NH,New Hampshire,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,2.79,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
PA,Pennsylvania,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,1.35,$,Dollars,"(40.793730152, -77.860700294)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
KY,Kentucky,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.03,$,Dollars,"(37.645970271, -84.774971048)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AZ,Arizona,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.31,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
SC,South Carolina,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.23,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
SD,South Dakota,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.621,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.17,$,Dollars,"(43.625381239, -72.517640791)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
AK,Alaska,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,2,$,Dollars,"(64.845079957001, -147.722059036)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
HI,Hawaii,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,3.2,$,Dollars,"(21.304850435, -157.857749403)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NY,New York,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),24.8,,Pack,"(42.827001032, -75.543970427)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
UT,Utah,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),79.1,,Pack,"(39.360700171, -111.587130635)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
MA,Massachusetts,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),58.3,,Pack,"(42.27687047, -72.082690675)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
IL,Illinois,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),48.6,,Pack,"(40.485010283, -88.997710178)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
SD,South Dakota,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.437,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
WI,Wisconsin,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.008,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
TX,Texas,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,2.42,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
NJ,New Jersey,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),116.9,,Pack,"(40.130570048, -74.273691288)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
CA,California,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,Federal and State Tax per pack,0.26,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,452CGS,4
VA,Virginia,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.939,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1
VT,Vermont,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,State Tax per pack,0.17,$,Dollars,"(43.625381239, -72.517640791)","Table 7- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,451CGS,6
NE,Nebraska,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),79.7,,Pack,"(41.641040988001, -99.365720623)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
TX,Texas,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Gross Cigarette Tax Revenue,"344,699,280",$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,456CGS,5
NE,Nebraska,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,Cigarette Consumption (Pack Sales Per Capita),60.1,,Pack,"(41.641040988001, -99.365720623)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,453CGS,2
